microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	adapter	type_binomial	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	sgm_microbial_fraction	sgm_average_bacterial_archaeal_genome_size	np_Redundancy	np_Coverage	np_Diversity	kr_Eukaryota	kr_Bacteria	kr_Archaea	kr_Viruses	kr_total	kr_Bacteria_pct	genome_count_filtering30	seq_yield	seq_yield_filtered	low_quality_pct	adapter_contamination_pct	mapping_host_pct	mapping_human_pct	mapping_pig_pct	seq_yield_bacteria	mapping_bacteria_total_pct	mapping_bacteria_filtered_pct	mapping_reference_pct	bacteria_retained_pct
M300178	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI133Z	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	19	A001a	BEST_v24	Custom_IDT8I	negative	41962122	1345350	425912	37201862	159438	135259	18341	408	5430	6294318300	193711202	2650260036	2324450	2020223	184373	6666	113188	0.730653	0.425259	0.895641	1345350	99020	95498	1239124	3465	3010	106226	95555	92488	92416	26487	65929	26487	0	NA	NA	0.9872	0.9883	12.1582	574678	16723	96	614	592111	0.02824301524545229	excluded	41962122	1345350	0.9679389426492778	0.42105592848712464	0.02952958384707046	8.257447037592617e-5	7.17313581043399e-5	92416	6.312121203022097e-4	0.019687813580109265	0.2866062153739612	0
M300179	43	31.402416605065717	4.313222231656196	Caecum	Positive	MSEB0001	A001aI133B	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	13	A001a	BEST_v24	Custom_IDT8I	positive	21189934	18313588	1631846	4519261	318599	241525	42261	13563	21250	3178490100	2631605262	170478328	10901097	9221604	531646	249342	898505	0.472593	0.45523	0.191979	18313588	11008508	11007214	7099055	838	1564	11214533	11007670	11005650	11004204	4253641	6750563	4253641	3070731	0.3994	2518318	0.7627000000000002	0.7806000000000001	18.8291	4083268	2113377	4848	96061	6297554	0.3355869596354394	retained	21189934	18313588	0.13574114954770505	0.053635003613822806	0.3350201562685377	3.954707928774106e-5	7.380863007879118e-5	11004204	0.20073875643029374	0.23226693753294003	0.386546905164608	0.7219064796488467
M300180	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI133Z	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	19	A001a	BEST_v24	Custom_IDT8I	negative	49205680	331708	455494	44352627	159448	140334	10685	263	8166	7380852000	46428214	3170676741	2287868	2008147	100746	4877	174098	0.738977	0.480925	0.92647	331708	293030	291636	38331	1322	3501	293377	291708	288135	287982	114432	173550	114432	0	0.1013	3266044	0.9976	0.9978	12.484	52508	38486	48	2659	93701	0.4107320092635084	excluded	49205680	331708	0.9932587457382969	0.4295814007651149	7.789954330475669e-4	2.6866817001614446e-5	7.115032248309545e-5	287982	0.002325585176345495	0.344978113280355	0.397358168218847	0
M300181	29	22.669405657699762	4.017232782374932	Caecum	Positive	MSEB0001	A001aI133B	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	A001a	BEST_v24	Custom_IDT8I	positive	15089656	12807096	1537480	2336984	327074	270198	28132	12085	16659	2263448400	1859485753	79984335	13407720	12044243	345590	214000	803887	0.482176	0.469098	0.229595	12807096	8364338	8363462	4313573	567	1388	8493523	8363771	8362074	8360754	3259623	5101131	3259623	2108798	0.4557	2550161	0.7964	0.8121	18.4767	2535213	1656060	3533	74632	4269438	0.3878871176955843	retained	15089656	12807096	0.1512665364936086	0.03533737946047279	0.28586291165285677	3.757540927374355e-5	9.198354157311473e-5	8360754	0.21601705168096608	0.2545169490413752	0.3898718943291478	0.6469453676084627
M300182	40	27.818118750271854	4.269618696008937	Caecum	Positive	MSEB0001	A001aI133B	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	A001a	BEST_v24	Custom_IDT8I	positive	15111014	14603680	120618	3006818	64961	32073	25621	3934	3333	2266652100	2108009961	109919145	919919	529634	297374	49044	43867	0.471761	0.466512	0.100045	14603680	6519174	6518262	8025840	670	254	6577840	6518504	6518008	6517908	2882575	3635333	2882575	2086148	0.311	2561009	0.6322	0.6576	18.9555	3986311	1243279	3310	55422	5288322	0.23509895955654742	retained	15111014	14603680	0.03357378929038118	0.04849405208677591	0.5311251779662173	4.433852023431386e-5	1.6808931551516e-5	6517908	0.19075986561854816	0.1973868915232325	0.4422546313939994	0.7237098774533186
M300183	40	28.197568681112667	4.478900952067213	Caecum	Positive	MSEB0001	A001aI133B	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	10	A001a	BEST_v24	Custom_IDT8I	positive	12265394	11860960	95488	2505184	43360	21829	15490	3113	2928	1839809100	1710681969	90482015	663880	415147	174486	36704	37543	0.487625	0.483219	0.105239	11860960	5867996	5867324	5936935	487	265	5924025	5867509	5867059	5866968	2650154	3216814	2650154	1936050	0.34840000000000004	2573229	0.6328	0.6581	18.8796	3002741	1127389	2856	49462	4182448	0.2695524248000214	retained	12265394	11860960	0.03297358405282374	0.049180110588647484	0.4840394854009582	3.9705206371682804e-5	2.1605502440443415e-5	5866968	0.21606758005490895	0.22343503392642755	0.4517075941099389	0.7305424514952716
M300184	37	23.889512082250633	3.9397419775427784	Caecum	Positive	MSEB0001	A001aI133B	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	11	A001a	BEST_v24	Custom_IDT8I	positive	12887746	12473936	109620	3373846	45454	24051	14738	3626	3039	1933161900	1777256975	114937723	818694	566219	166787	45240	40448	0.5005	0.496783	0.118511	12473936	7143526	7142880	5281988	484	445	7191948	7143042	7142435	7142330	3217475	3924855	3217475	2289740	0.3826	2629737	0.6731	0.6964	18.8502	2786239	1362775	3625	60508	4213147	0.32345773836042274	retained	12887746	12473936	0.03210879544025774	0.059455818470248147	0.4098457558055536	3.75550542352402e-5	3.4528923831987376e-5	7142330	0.2496538184411766	0.257935827151911	0.4504797454052109	0.7116574332356895
M300185	39	29.63087698072212	4.2654410577655995	Caecum	Positive	MSEB0001	A001aI133B	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	11	A001a	BEST_v24	Custom_IDT8I	positive	14921722	13997510	427328	3141936	107935	68399	28179	4546	6811	2238258300	2014522665	113795261	2594941	1965236	330784	73383	225538	0.45708	0.448482	0.108779	13997510	8124938	8124238	5764466	496	376	8233044	8124442	8123862	8123538	3208873	4914665	3208873	2255557	0.3766	2535029	0.6653999999999999	0.6891000000000002	18.9815	3237045	1537303	3558	66594	4844500	0.31732954897306226	retained	14921722	13997510	0.06193735548752349	0.05084098694060467	0.3863137243811405	3.324013140038395e-5	2.519816412609751e-5	8123538	0.21504709711117792	0.22924598732203086	0.39500929274904606	0.7029125178840048
M300186	35	26.63454335467321	4.240620275228704	Caecum	Positive	MSEB0001	A001aI133C	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	12	A001a	BEST_v24	Custom_IDT8I	positive	9369142	8451290	230336	3252725	49779	30588	11907	2997	4287	1405371300	1176493774	138487462	1195162	893913	131807	47512	121930	0.485436	0.472973	0.108551	8451290	7266990	7266754	1157663	170	187	7293627	7266820	7266567	7266400	2921561	4344839	2921561	1982838	0.5254	2488450	0.6511	0.6756	18.9643	1347581	1040559	3122	59820	2451082	0.4245304726647252	retained	9369142	8451290	0.09796542735716889	0.09854154699188748	0.12356126099913951	1.8144671091547124e-5	1.9959138200701835e-5	7266400	0.3118280201111265	0.3456940893047097	0.40206443355719473	0.6786912886638342
M300187	35	26.253147052813414	4.250992062598659	Caecum	Positive	MSEB0001	A001aI133C	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	A001a	BEST_v24	Custom_IDT8I	positive	15378876	13290198	1204578	3575117	260183	206891	30291	8425	14576	2306831400	1898148032	137647340	9972510	8815978	372814	146554	637164	0.47278	0.458277	0.163541	13290198	7917812	7916948	5190022	555	1070	8100176	7917257	7915878	7914872	3010258	4904614	3010258	2041070	0.3669	2497640	0.7104	0.7315	18.797	2972136	1535533	3321	68860	4579850	0.33528019476620413	retained	15378876	13290198	0.1358147370458023	0.05966944094830684	0.3374773292924658	3.608846316206724e-5	6.957595600614766e-5	7914872	0.19573979268705982	0.22650211832810918	0.38032933444785966	0.6780382279525542
M300188	39	29.626859748658127	4.348728879837404	Caecum	Positive	MSEB0001	A001aI133C	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	A001a	BEST_v24	Custom_IDT8I	positive	15532194	13296720	1323978	2970286	221521	163287	27516	12040	18678	2329829100	1920851170	107622154	7248567	5927572	348129	223320	749546	0.480407	0.461563	0.171126	13296720	9170180	9169432	3995303	477	1262	9301417	9169703	9168170	9166956	3467481	5699475	3467481	2408094	0.44920000000000004	2491144	0.7498	0.7686	18.7307	2502902	1738615	3906	80491	4325914	0.40190697272298986	retained	15532194	13296720	0.14392519176621152	0.04619315382402941	0.25722721464849074	3.0710407042301946e-5	8.125059473246343e-5	9166956	0.22324476503448257	0.26077716910636606	0.3782587153249127	0.6944793641262923
M300189	0	1	0	Caecum	NegativeCollection	MSEB0001	A001aI133Z	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	25	A001a	BEST_v24	Custom_IDT8I	negative	20490726	7979666	1403722	10445218	259834	201344	29019	2297	27174	3073608900	1165383945	692813344	7451661	6230618	374122	36885	810036	0.603586	0.420634	0.755652	7979666	741490	655402	7166312	85700	27427	813354	655790	627975	626872	122206	504666	122206	0	NA	NA	0.9972	0.9975	9.931	3345013	115031	1726	5193	3466963	0.03317918304867978	excluded	20490726	7979666	0.610571826493605	0.22540712450435707	0.34973441155769686	0.004182379872728765	0.0013385079669700332	626872	0.005963966332866878	0.015314676077921056	0.19494569864342323	0
M300190	12	9.927413459364	3.2710531712772655	Caecum	Positive	MSEB0001	A001aI133C	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	A001a	BEST_v24	Custom_IDT8I	positive	10304208	10062664	74928	2009111	53014	26307	21595	2683	2429	1545631200	1453813774	67254535	759642	437505	258154	32473	31510	0.453739	0.449287	0.103383	10062664	2090504	2089610	7909592	654	205	2153072	2089850	2089405	2089304	858682	1230622	858682	371971	0.12960000000000002	2600963	0.457	0.4887	18.7191	3688496	388645	1246	17669	4096056	0.09488273597821904	retained	10304208	10062664	0.023441296992452017	0.04351266654037522	0.767607952013391	6.346921568353434e-5	1.989478473260633e-5	2089304	0.08333313923787253	0.08533346636636183	0.4109894969808128	0.43318830486722676
M300191	50	31.224148038467337	4.164124320503187	Caecum	Positive	MSEB0001	A001aI133C	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	9	A001a	BEST_v24	Custom_IDT8I	positive	13470874	13084902	104738	3143585	33337	16138	10979	3629	2591	2020631100	1874579566	108266489	497662	301734	118001	44305	33622	0.51975	0.518042	0.126005	13084902	10763120	10762758	2280536	258	110	10804366	10762862	10762648	10762600	4916496	5846104	4916496	3818850	0.5976	2622445	0.7408	0.7602	18.8595	2113108	1517756	5392	94469	3730725	0.4068260190713601	retained	13470874	13084902	0.028652335401548556	0.05358053184472911	0.16929384091930486	1.915243212875423e-5	8.165765636290562e-6	10762600	0.36497230988872736	0.37573808347972343	0.4568130377418096	0.7767422164077831
M300192	3	2.9894571051176153	1.6419659200607468	Caecum	NegativeCollection	MSEB0001	A001aI133Z	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	17	A001a	BEST_v24	Custom_IDT8I	negative	13527744	893076	67252	12187657	24702	19829	3326	157	1390	2029161600	125919988	863874851	342718	278137	36321	1794	26466	0.723772	0.483897	0.887454	893076	891814	890324	1227	1469	15650	891849	890345	874674	873200	328272	544928	328272	59987	0.7049	2577447	0.6934999999999999	0.7156999999999999	16.8887	159711	67820	405	7697	235633	0.2878204665730182	retained	13527744	893076	0.9339818967597258	0.42572994235648853	9.07024852037413e-5	1.0859164691466663e-4	0.0011568817387437255	873200	0.024266573938714394	0.36757454012872365	0.37594136509390746	0.1827356582346347
M300193	11	10.290513275027084	3.4397130244487917	Caecum	Positive	MSEB0002	A001aI108A	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	A001a	BEST_v24	Custom_IDT8I	positive	2212238	2115258	58570	270957	16477	10893	4102	666	816	331835700	310110585	8989286	428953	344027	48020	10230	26676	0.458689	0.454033	0.100646	2115258	1131638	1131506	975680	101	39	1139578	1131537	1131467	1131434	460863	670571	460863	180731	0.3932	2576993	0.375	0.4079	18.535	520987	217503	471	9387	748348	0.2906441922741826	retained	2212238	2115258	0.04383795956854552	0.02708956872331699	0.4410375375524695	4.565512390619816e-5	1.762920626080919e-5	1131434	0.20832433038398218	0.217875549932916	0.407326454746808	0.392157756209546
M300194	27	22.39035802668798	4.209632901266942	Caecum	Positive	MSEB0002	A001aI108A	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	6	A001a	BEST_v24	Custom_IDT8I	positive	7184050	6819290	188430	848312	54975	36047	14267	2093	2568	1077607500	1001353803	30743849	1433383	1145073	170693	32175	85442	0.453772	0.44701	0.12528	6819290	3584222	3583810	3211229	315	132	3608061	3583907	3583678	3583558	1442531	2141027	1442531	889593	0.38939999999999997	2506314	0.5486	0.5776	18.861	1715062	686262	1436	29719	2432479	0.2821245322158999	retained	7184050	6819290	0.05077358871388701	0.02852972812457226	0.44699424419373474	4.384713358064045e-5	1.8374036929030282e-5	3583558	0.2007963474641741	0.21153683154697922	0.4025415522784897	0.6166890000977449
M300195	31	25.16826843013091	4.335566541320397	Caecum	Positive	MSEB0002	A001aI108A	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	9	A001a	BEST_v24	Custom_IDT8I	positive	10264704	9776256	319418	872907	91852	62586	21984	3184	4098	1539705600	1443546445	28625507	2595361	2125983	262968	49755	156655	0.447527	0.442742	0.132037	9776256	4746226	4745464	4975118	597	326	4801138	4745629	4745138	4744862	1877507	2867355	1877507	1216453	0.3604	2494247	0.6024	0.6292	18.878	2621623	913140	1916	39657	3576336	0.255328358409277	retained	10264704	9776256	0.04758520070330328	0.018591545682499305	0.48468207168954897	5.816046911825222e-5	3.175931814497525e-5	4744862	0.18290902494606762	0.19204765096167695	0.3956926460664188	0.6479086362927009
M300196	16	14.377372534907751	3.4947651850021857	Caecum	Positive	MSEB0002	A001aI108A	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	14	A001a	BEST_v24	Custom_IDT8I	positive	6059824	3804216	102778	3045667	30716	22558	5679	938	1541	908973600	537149187	173849211	683061	567570	63314	14942	37235	0.565682	0.470903	0.401238	3804216	2430124	2429128	1368336	961	137	2435880	2429163	2428991	2428932	1022428	1406504	1022428	499061	0.45049999999999996	2591917	0.5257	0.5556	18.566	751271	464939	1059	20639	1237908	0.3755844537720089	retained	6059824	3804216	0.37222335170130355	0.19125881213711818	0.22580457782272226	1.5858546386825757e-4	2.26079173256517e-5	2428932	0.1687223919374556	0.26876181583800707	0.4209372679021068	0.4881135884385013
M300197	17	15.231278483713135	3.6384827937020536	Caecum	Positive	MSEB0002	A001aI108A	B01	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	16	A001a	BEST_v24	Custom_IDT8I	positive	9521558	7491412	228844	3400949	61584	44423	11570	2598	2993	1428233700	1071286049	166113791	1743695	1470850	131862	45902	95081	0.518576	0.467087	0.477661	7491412	4588266	4583066	2890738	5103	1074	4600674	4583163	4581992	4581786	1915385	2666401	1915385	947325	0.4069	2539997	0.8306999999999999	0.8439999999999999	17.8236	1566826	880169	2024	38853	2487872	0.353783876340905	retained	9521558	7491412	0.2132157363322263	0.11630714987330154	0.30359926390197906	5.359417019777646e-4	1.127966662598705e-4	4581786	0.20116298194056056	0.2556774343741874	0.4180433132407319	0.4945872500828815
M300201	5	4.7655378242122	1.8672754349221554	Caecum	Positive	MSEB0002	A001aI108B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	5	A001a	BEST_v24	Custom_IDT8I	positive	2864544	2755320	58828	343264	20958	12526	6741	742	949	429681600	404101018	11759221	443360	321176	81201	10496	30487	0.441032	0.435727	0.121543	2755320	919516	919282	1824009	160	49	931311	919356	919233	919194	364834	554360	364834	83192	0.2237	2491437	0.3831	0.41600000000000004	18.2876	889128	173679	444	7796	1071047	0.16215814992245906	retained	2864544	2755320	0.03812962900901505	0.027367290105045225	0.636753703207212	5.585531239876225e-5	1.7105689422120937e-5	919194	0.12736198152306266	0.13241075446772063	0.396906420189862	0.228026993098231
M300202	14	12.561361172906947	3.343791336824278	Caecum	Positive	MSEB0002	A001aI108B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	7	A001a	BEST_v24	Custom_IDT8I	positive	5831382	5528286	152436	822372	44186	26140	13631	1793	2622	874707300	807574254	29725007	944280	670913	165408	27328	80631	0.447548	0.439423	0.131713	5528286	1935118	1934798	3570456	217	143	1957830	1934901	1934655	1934550	772856	1161694	772856	361288	0.2394	2513871	0.47479999999999994	0.5061	18.594	1747255	364985	883	16361	2129484	0.1713959813738915	retained	5831382	5528286	0.05197670123480163	0.033982804304937206	0.6122829888352367	3.7212448095494346e-5	2.4522488837123002e-5	1934550	0.13253393449443032	0.13980029253189868	0.39950169290015763	0.46747130125146213
M300203	20	17.498184095931375	3.6237915654670543	Caecum	Positive	MSEB0002	A001aI108B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	11	A001a	BEST_v24	Custom_IDT8I	positive	9608794	9215266	139740	1561450	57001	34108	18530	2036	2327	1441319100	1343088806	54296456	1142294	829540	218104	28340	66310	0.451495	0.443694	0.166462	9215266	3542280	3541718	5646780	422	167	3568486	3541858	3541551	3541444	1434606	2106838	1434606	795825	0.26	2516675	0.5828	0.6104999999999999	18.6806	2760756	675883	1734	29905	3468278	0.19487567028940586	retained	9608794	9215266	0.040954983528630126	0.037671363683448034	0.5876679216975617	4.3918102521502696e-5	1.7379912609220264e-5	3541444	0.14930135873450925	0.15567711230473433	0.4050906918194951	0.5547341918268849
M300204	16	14.391394751925246	3.4760652437035886	Caecum	Positive	MSEB0002	A001aI108B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	14	A001a	BEST_v24	Custom_IDT8I	positive	10082570	7316266	214694	3344842	70522	47773	17685	1871	3193	1512385500	1067010012	196531106	1560658	1225377	212018	27970	95293	0.515671	0.438286	0.353892	7316266	2628748	2627976	4660556	643	253	2655710	2628105	2627723	2627604	1044564	1583040	1044564	511897	0.2486	2535765	0.589	0.6164	18.3785	2283152	493568	1233	22306	2800259	0.1762579818509645	retained	10082570	7316266	0.27436496845546327	0.12994775868983138	0.4622388934567278	6.37734228475478e-5	2.5092808678739647e-5	2627604	0.1036009668169921	0.14277282974675878	0.39753478834710254	0.4900580529292604
M300205	1	1	1	Caecum	Positive	MSEB0002	A001aI108B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	17	A001a	BEST_v24	Custom_IDT8I	positive	11197904	4796566	185420	6689869	66003	49488	12470	1081	2964	1679685600	692329283	435138293	1360867	1124299	141839	16104	78625	0.609889	0.440748	0.698778	4796566	1847664	1844786	2934426	2761	852	1862140	1844903	1843934	1843836	736210	1107626	736210	29854	0.22469999999999998	2500284	0.9009999999999999	0.9091	16.5758	1438765	346109	833	15723	1801430	0.19213014105460663	retained	11197904	4796566	0.5716550168674424	0.2590593698011104	0.2620513624692621	2.465639998342547e-4	7.608566746062478e-5	1843836	0.06574533948496075	0.15348689041284952	0.399281714859673	0.04055092976188859
M300206	0	1	0	Caecum	Positive	MSEB0002	A001aI108B	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	17	A001a	BEST_v24	Custom_IDT8I	positive	29686378	25430	368280	26907923	146050	126873	13118	11	6048	4452956700	2815868	1888684377	2075315	1850351	121649	187	103128	0.741255	0.480177	0.93633	25430	15940	15810	9465	128	222	15965	15812	15588	15580	6449	9131	6449	0	NA	NA	0.3929000000000001	0.42579999999999996	13.827	4971	2568	14	167	7720	0.33264248704663213	excluded	29686378	25430	0.9991433781514202	0.42414164435957796	3.1883310250917105e-4	4.311741903980337e-6	7.478177364715897e-6	15580	2.1723768389663435e-4	0.25359811246559183	0.41392811296534016	0
M300207	0	1	0	Caecum	NegativeLysis	MSEB0002	A001aI110Y	B02	NA	NA	NA	NA	NA	NA	18	A001a	BEST_v24	Custom_IDT8I	negative	23523140	9372	340148	21236784	131892	113994	11550	8	6340	3528471000	1214696	1491035427	1819039	1602967	107440	258	108374	0.741454	0.450921	0.908371	9372	6442	4906	2920	1532	1024	6452	4910	3882	3862	804	3058	804	0	NA	NA	0.7121	0.7332	11.226	2894	600	36	0	3530	0.16997167138810199	excluded	23523140	9372	0.9996015838021625	0.42257267439636037	1.2413308767451965e-4	6.512735969772743e-5	4.353160334887264e-5	3862	3.4179110441888286e-5	0.08578745198463508	0.20818228896944588	0
M300208	0	1	0	Caecum	NegativeMebrane	MSEB0002	A001aI110M	B02	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	18	A001a	BEST_v24	Custom_IDT8I	negative	15480	118	228	13368	82	71	9	0	2	2322000	15574	935148	1162	1058	80	0	24	0.738329	0.425453	0.79186	118	14	14	104	0	4	14	14	10	10	10	0	10	0	NA	NA	0.23010000000000003	0.2611	0	48	2	0	0	50	0.04	excluded	15480	118	0.9923772609819121	0.402733850129199	0.006718346253229974	0	2.5839793281653745e-4	10	6.459948320413437e-4	0.0847457627118644	1	0
M300209	102	55.91486849068631	4.720887322608099	Caecum	Positive	MSEB0002	A001aI110C	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	8	A001a	BEST_v24	Custom_IDT8I	positive	193676692	182635994	7101872	20786063	1923521	1299206	459555	67742	97018	29051503800	26847072206	677178123	52296396	41856107	5628050	1120697	3691542	0.441813	0.434812	0.192367	182635994	57067612	57052272	124585829	10465	5711	58050165	57057147	57046561	57041802	22814942	34226860	22814942	20798066	0.22149999999999997	2504965	0.9059	0.9137000000000001	19.0105	60329776	10748455	27150	515079	71620460	0.15007520197440788	retained	193676692	182635994	0.057005816683403494	0.023309572119292497	0.6432670225491046	5.403334749232499e-5	2.9487285955916678e-5	57041802	0.11779911028220164	0.12492029364156991	0.39996881585192556	0.9115984603423494
M300210	22	18.380934009981374	3.8445435695162167	Caecum	Positive	MSEB0002	A001aI110C	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	10	A001a	BEST_v24	Custom_IDT8I	positive	9627830	8954736	442388	976379	98802	64388	23295	4353	6766	1444174500	1317810948	31607735	2573754	1949576	288568	75994	259616	0.447316	0.438152	0.131687	8954736	2878810	2878128	6030299	467	336	2924437	2878343	2877792	2877510	1164993	1712517	1164993	664342	0.2351	2557026	0.5295000000000001	0.5592	18.7476	2921745	544069	1318	25209	3492341	0.1557891969884957	retained	9627830	8954736	0.06991128842117071	0.021886368302445447	0.6263404110791321	4.850521872529947e-5	3.4898829746682275e-5	2877510	0.12100265584248995	0.13009797273755475	0.4048614948340753	0.57025407019613
M300211	19	16.27192644477254	3.6138505987571894	Caecum	Positive	MSEB0002	A001aI110C	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	13	A001a	BEST_v24	Custom_IDT8I	positive	8752056	8098302	411752	955279	100460	70841	20682	3478	5459	1312808400	1190665269	32243026	3007770	2464521	255678	60242	227329	0.448354	0.438933	0.170305	8098302	2703132	2702456	5354430	464	278	2743872	2702668	2702178	2701936	1094878	1607058	1094878	585618	0.23199999999999998	2518482	0.565	0.5934	18.537	2602695	511330	1280	23892	3139197	0.16288560418476444	retained	8752056	8098302	0.07469719115142773	0.024560344068487068	0.6117911037132303	5.3016114156490774e-5	3.176396494720783e-5	2701936	0.12509951947291015	0.13519846506094735	0.4052198127564828	0.5348705517875051
M300212	10	9.16544257210541	3.2903946694904027	Caecum	Positive	MSEB0002	A001aI110C	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	16	A001a	BEST_v24	Custom_IDT8I	positive	6469574	5887628	401746	591070	81349	57389	15567	2693	5700	970436100	867758980	19054503	2439549	1965968	192727	45349	235505	0.447252	0.4367	0.221343	5887628	1885232	1884672	3965165	435	297	1922463	1884797	1884375	1884138	750016	1134122	750016	282314	0.2484	2548568	0.6647	0.6884999999999999	17.7821	1930585	353918	837	16580	2301920	0.15374904427608257	retained	6469574	5887628	0.08995120853397766	0.019634989877231484	0.61289429566769	6.723781194866926e-5	4.590719574426384e-5	1884138	0.1159297350953865	0.12738848310389175	0.3980685066592787	0.37641063657308643
M300213	0	1	0	Caecum	Positive	MSEB0002	A001aI110C	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	20	A001a	BEST_v24	Custom_IDT8I	positive	12431560	10982044	843210	947926	189242	139351	34787	4390	10714	1864734000	1628650448	40154903	6039104	5030423	438540	77458	492683	0.440111	0.423382	0.590889	10982044	3123230	3121078	7778869	1885	615	3203175	3121345	3120463	3119960	1181276	1938684	1181276	0	0.15560000000000002	2713136	0.9973000000000001	0.9975	14.8779	3784980	575473	1696	28140	4390289	0.13107861464245293	excluded	12431560	10982044	0.11659968660409474	0.021533850404400843	0.625735547268404	1.51630205702261e-4	4.9470862868376934e-5	3119960	0.09502234635073957	0.10756431134313431	0.37861895665329043	0
M300214	0	1	0	Caecum	Positive	MSEB0002	A001aI110C	B03	NA	NA	NA	Lid1_Axygen_7320675	NA	NA	21	A001a	BEST_v24	Custom_IDT8I	positive	10422894	8727346	782138	960531	173310	131261	28094	3807	10148	1563434100	1298872728	52968290	5745862	4854723	348305	64600	478234	0.455058	0.426216	0.607134	8727346	2503876	2497546	6155703	5972	769	2571643	2497904	2496777	2496296	962410	1533886	962410	0	0.2071	2485856	0.9974	0.9976	13.9672	2995865	466511	1484	24387	3488247	0.13373794917619078	excluded	10422894	8727346	0.16267535676751582	0.03387945165069638	0.5905944164835601	5.729694651024946e-4	7.377989260948063e-5	2496296	0.09233615922794572	0.11027521998096558	0.38553520896560345	0
M300215	0	1	0	Caecum	NegativeLysis	MSEB0002	A001aI113Y	B03	NA	NA	NA	NA	NA	NA	26	A001a	BEST_v24	Custom_IDT8I	negative	21246130	515466	540372	18604863	166869	142204	12280	500	11885	3186919500	73965447	1299620881	2363383	2016681	117107	7473	222122	0.732766	0.416273	0.880178	515466	494330	290490	21006	202630	17969	494460	291700	272521	272370	2144	270226	2144	0	NA	NA	0.9979	0.9981	8.3731	170423	51989	8	5	222425	0.23373721479150275	excluded	21246130	515466	0.9757383579974329	0.40779846525775126	9.886977063587581e-4	0.009537266316265598	8.457540267333392e-4	272370	1.0091249559331511e-4	0.004159343196253487	0.007871645188530308	0
