SampleID  	1       	2       	3       	4       	5       	6       	7       	8       	9       	10      	11      	12      	13      	14      	15      	16      	17      	18      	19      	20      	21      	22      	23      	24      	25      	26      	27      	28      	29      	30      	31      	32      	33      	34      	35      	36      	37      	38      	39      	40      	41      	42      	43      	44      	45      	46      	47      	48      	49      	50      	51      	52      	53      	54      	55      	56      	57      	58      	59      	60      	61      	62      	63      	64      	65      	66      	67      	68      	69      	70      	71      	72      	73      	74      	75      	76      	77      	78      	79      	80      	81      	82      	83      	84      	85      	86      	87      	88      	89      	90      	91      	92      	93      	94      	95      	96      	97      	98      	99      	100     	101     	102     	103     	104     	105     	106     	107     	108     	109     	110     	111     	112     	113     	114     	115     	116     	117     	118     	119     	120     	121     	122     	123     	124     	125     	126     	127     	128     	129     	130     	131     	132     	133     	134     	135     	136     	137     	138     	139     	140     	141     	142     	143     	144     	145     	146     	147     	148     	149     	150     	151     	152     	153     	154     	155     	156     	157     	158     	159     	160     	161     	162     	163     	164     	165     	166     	167     	168     	169     	170     	171     	172     	173     	174     	175     	176     	177     	178     	179     	180     	181     	182     	183     	184     	185     	186     	187     	188     	189     	190     	191     	192     	193     	194     	195     	196     	197     	198     
115	1.00000000	0.99765134	0.99751168	1.00000000	0.99720001	0.99788648	0.99794739	0.99717122	0.99862564	0.99786747	0.99799210	0.99754155	0.99816322	0.99764019	0.99811918	0.99797738	0.99781376	0.99805349	0.99844998	0.99773979	0.99822420	0.99851042	0.99780327	0.99740052	0.99852169	0.99848896	0.99778306	0.99849516	0.99708146	0.99922937	0.99740958	0.99702847	0.99769902	0.99869257	0.99758834	0.99758822	0.99962860	0.99970585	0.99973339	0.99990630	0.99993581	0.99990577	0.99970424	0.99980968	0.99993080	0.99988788	1.00000000	0.99985713	0.99979317	0.99942410	0.99953860	0.99971002	0.99962986	0.99980700	0.99981612	0.99970853	0.99976337	0.99988681	0.99980336	0.99962509	0.99973506	0.99973649	0.99973530	0.99978358	0.99973446	0.99981672	0.99975699	0.99963021	0.99965179	0.99959069	0.99973583	0.99974012	0.99758548	0.99798399	0.99814689	0.99858743	0.99872285	0.99884355	0.99699247	0.99762839	0.99800211	0.99832803	0.99833339	0.99818379	0.99750549	0.99808240	0.99762559	0.99862731	0.99799043	0.99688309	1.00000000	0.99808502	0.99849749	0.99742573	0.99782568	0.99801648	0.99864858	0.99849558	0.99873662	0.99846125	0.99830192	0.99877107	0.99802268	NaN	0.99809378	0.99898285	0.99837792	0.99782515	0.99985600	0.99970001	0.99980736	0.99990690	0.99977356	0.99967206	0.99593043	0.99914944	0.99951357	0.99947685	0.99970657	0.99977607	0.99981338	0.99833095	0.99976927	0.99971098	0.99981904	0.99957031	0.99985296	0.99989396	0.99983114	0.99968672	0.99975610	0.99974221	1.00000000	0.99979788	0.99977362	0.99978733	1.00000000	0.99956858	0.99966729	0.99972343	0.99968684	0.99968350	0.99966156	0.99990684	0.99817663	0.99835598	0.99816996	0.99831146	0.99882573	0.99865729	0.99876261	0.99804580	0.99831140	0.99834549	0.99841213	0.99822491	0.99818969	0.99849784	0.99824619	0.99878573	NaN	0.99802148	0.99879444	0.99805349	0.99862486	0.99869728	0.99817771	NaN	0.99833119	0.99847972	0.99865943	0.99845362	0.99835002	0.99869305	0.99830079	0.99851203	0.99875993	0.99806517	0.99870622	0.99835682	0.99966186	0.99838996	0.99850392	0.99822617	0.99841011	0.99706823	0.99872482	0.99871886	0.99786329	0.99834621	0.99851787	0.99884701	0.99880415	0.99877769	0.99867338	0.99811399	0.99819833	0.99858773
116	1.00000000	0.99849457	0.99820417	0.99948955	0.99883157	0.99761444	0.99861538	0.99844813	0.99900377	0.99832302	0.99886364	0.99721718	0.99868917	0.99790531	0.99789190	0.99850005	0.99712843	0.99809504	0.99853659	0.99880034	0.99760872	0.99924123	0.99788702	0.99766237	0.99886149	0.99907368	0.99793226	0.99880153	0.99778557	0.99901682	0.99753106	0.99804676	0.99856198	0.99878103	0.99796873	0.99784470	0.99980861	0.99970829	0.99970335	0.99978650	0.99985087	0.99943119	0.99970096	0.99984586	0.99983281	0.99975109	1.00000000	0.99992132	0.99949855	0.99942595	0.99897128	0.99986345	0.99979889	0.99985158	0.99971789	0.99984330	0.99993479	0.99988234	0.99981129	0.99976605	0.99989414	0.99995148	0.99944162	0.99993998	0.99957937	0.99960196	0.99988091	0.99970311	0.99958080	0.99966180	0.99978793	0.99935240	1.00000000	0.99824625	0.99848056	0.99829298	0.99863297	0.99852890	0.99923402	0.99860775	0.99865675	0.99832183	0.99829555	0.99850845	0.99886054	0.99900967	0.99805784	0.99852663	0.99798173	0.99744564	0.99924242	0.99868238	0.99899405	0.99781680	0.99782109	0.99795824	0.99827993	0.99780053	0.99901533	0.99888802	0.99854785	0.99865746	0.99843425	NaN	0.99863929	0.99855298	0.99894643	0.99893600	0.99980402	0.99958736	0.99958569	0.99991751	0.99977809	0.99979019	0.99914944	0.99586421	0.99979901	0.99939281	0.99950713	0.99985558	0.99950397	0.99978554	0.99977160	0.99975365	0.99944478	0.99956471	0.99985778	0.99973851	0.99951780	0.99976414	0.99976635	0.99940896	1.00000000	0.99959415	0.99938977	0.99989009	1.00000000	0.99971396	0.99932730	0.99973953	0.99946940	0.99953675	0.99952447	0.99976301	0.99809289	0.99879158	0.99854255	0.99804038	0.99917567	0.99872798	0.99898618	0.99900866	0.99819827	0.99887145	0.99867457	0.99895930	0.99899083	0.99880165	0.99838775	0.99887866	NaN	0.99838936	0.99905312	0.99878496	0.99757445	0.99875993	0.99877518	NaN	0.99806291	0.99852675	0.99882066	0.99802059	0.99844289	0.99900305	0.99800569	0.99845004	0.99889773	0.99888760	0.99824095	0.99808371	1.00000000	0.99870962	0.99822265	0.99915051	0.99876404	0.99349999	0.99883312	0.99865061	0.99788809	0.99885237	0.99907523	0.99883980	0.99912828	0.99896020	0.99840015	0.99832386	0.99876529	0.99878788
117	1.00000000	0.99863553	0.99798012	1.00000000	0.99943280	0.99678248	0.99926883	0.99778086	0.99966753	0.99981564	0.99887419	0.99845678	0.99843603	0.99871218	0.99865228	0.99979806	0.99892378	0.99934840	0.99971920	0.99935132	0.99941349	0.99895996	0.99971265	0.99805516	0.99972123	0.99947357	0.99790359	0.99860460	0.99768466	1.00000000	0.99785864	0.99812734	1.00000000	0.99760413	0.99947816	0.99861205	0.99992710	0.99942291	0.99987191	0.99964416	1.00000000	0.99979508	0.99973440	0.99941152	0.99956161	0.99973530	NaN	0.99953389	0.99968261	0.99962968	0.99959904	0.99987370	0.99920833	0.99985623	0.99981940	1.00000000	0.99985945	0.99954492	0.99985504	0.99960619	0.99978977	1.00000000	0.99945891	0.99985594	0.99974471	0.99946684	0.99973094	0.99955159	0.99972767	1.00000000	1.00000000	0.99966162	1.00000000	0.99797595	0.99909359	0.99877173	0.99850053	0.99924207	1.00000000	0.99857235	0.99915111	0.99951929	0.99800628	0.99779516	0.99823397	0.99962586	0.99845225	0.99804306	0.99867654	0.99909151	1.00000000	0.99800795	0.99912202	0.99743819	0.99833572	0.99791068	0.99711382	0.99908191	0.99930280	0.99939555	0.99841970	0.99427843	0.99872231	NaN	0.99768853	0.99598068	0.99866891	0.99886060	0.99983180	0.99976295	0.99948710	1.00000000	0.99983865	0.99964362	0.99951357	0.99979901	0.99625635	0.99934369	0.99932700	0.99974692	0.99957019	0.99927169	0.99962091	0.99947065	0.99993491	0.99969262	0.99933439	0.99976677	0.99977255	0.99985760	0.99964088	0.99984390	1.00000000	0.99965435	0.99973148	0.99977624	1.00000000	0.99962437	0.99951810	0.99982208	0.99988502	0.99972552	0.99988210	0.99991995	0.99911481	0.99946880	0.99783427	0.99917626	0.99925673	0.99842656	0.99823362	0.99833179	0.99878830	0.99854118	0.99806052	0.99891871	0.99861735	0.99792784	0.99875045	0.99895233	NaN	0.99831146	0.99865294	0.99817973	0.99883610	0.99897748	0.99879980	NaN	0.99819756	0.99853015	0.99797374	0.99818569	0.99846113	0.99845874	0.99902457	0.99850631	0.99912584	0.99891454	0.99762028	0.99843067	0.99894404	0.99806088	0.99871409	0.99867839	0.99856699	1.00000000	0.99863666	0.99876368	0.99717277	0.99830323	0.99879915	0.99895734	0.99900538	0.99957001	0.99915189	0.99821270	0.99873942	0.99902546
118	1.00000000	0.99715155	0.99590749	0.99874371	0.99740303	0.99851680	0.99828207	0.99686444	0.99892879	0.99762100	0.99793375	0.99736041	0.99761158	0.99660522	0.99688989	0.99857235	0.99678993	0.99797773	0.99856168	0.99844080	0.99589968	0.99851751	0.99728048	0.99711877	0.99776685	0.99881518	0.99738169	0.99783707	0.99655056	0.99888957	0.99485999	0.99715829	0.99875206	0.99778509	0.99669605	0.99584025	0.99971962	0.99958557	0.99969769	0.99967098	0.99950296	0.99972951	0.99975568	0.99969566	0.99976355	0.99984032	NaN	0.99966103	0.99976027	0.99972928	0.99949300	0.99948263	0.99973011	0.99969274	0.99974376	0.99975610	0.99960577	0.99969494	0.99970663	0.99961025	0.99974102	0.99980819	0.99990058	0.99974173	0.99963474	0.99965554	0.99949855	0.99971348	0.99959904	1.00000000	0.99954838	0.99963725	0.99849349	0.99801111	0.99693966	0.99800265	0.99744982	0.99839795	0.99503624	0.99739879	0.99878407	0.99787629	0.99753851	0.99774784	0.99646306	0.99834824	0.99683583	0.99814463	0.99727482	0.99689478	1.00000000	0.99770218	0.99745023	0.99818230	0.99793702	0.99682498	0.99690098	0.99747086	0.99791986	0.99819642	0.99770737	0.99568266	0.99707723	NaN	0.99763960	0.99677128	0.99764532	0.99676102	0.99974233	0.99887681	0.99968970	0.99944502	0.99978143	0.99972010	0.99947685	0.99939281	0.99934369	0.99439853	0.99976128	0.99971163	0.99980122	1.00000000	0.99975210	0.99934793	0.99955261	0.99979347	0.99973917	0.99972010	0.99972326	0.99972308	0.99970353	0.99972743	1.00000000	0.99993408	0.99980336	0.99934870	1.00000000	0.99954933	0.99967587	0.99983579	0.99976200	0.99973118	0.99976271	0.99955750	0.99799472	0.99842441	0.99834335	0.99826670	0.99877822	0.99800068	0.99850088	0.99804807	0.99816370	0.99738818	0.99716252	0.99812657	0.99860680	0.99778736	0.99788493	0.99804491	NaN	0.99791193	0.99843794	0.99744737	0.99733317	0.99800938	0.99774122	NaN	0.99776089	0.99810833	0.99854797	0.99817860	0.99794608	0.99841154	0.99782473	0.99795544	0.99808747	0.99821180	0.99855071	0.99729431	0.99640614	0.99766952	0.99757618	0.99803400	0.99803525	0.99553353	0.99822557	0.99807048	0.99678928	0.99803019	0.99844718	0.99821675	0.99827164	0.99879819	0.99827510	0.99804521	0.99782634	0.99816203
119	1.00000000	0.99753892	0.99745268	0.99956244	0.99709386	0.99579275	0.99710381	0.99743479	0.99822426	0.99705333	0.99796820	0.99699885	0.99851865	0.99731225	0.99737197	0.99785274	0.99803382	0.99738055	0.99769092	0.99757951	0.99607646	0.99817491	0.99704003	0.99687928	0.99804747	0.99839574	0.99695283	0.99762958	0.99681062	0.99931425	0.99678034	0.99740136	0.99696183	0.99793410	0.99733293	0.99634606	0.99981809	0.99982935	0.99989164	0.99994224	0.99995863	0.99988669	0.99985719	0.99991757	0.99998206	0.99996793	1.00000000	0.99987203	0.99987423	0.99973071	0.99971688	0.99993330	0.99984032	0.99992818	0.99989897	0.99991053	0.99992496	0.99995965	0.99997324	0.99993271	0.99993050	0.99995190	0.99987143	0.99994272	0.99991447	0.99990600	0.99978882	0.99974328	0.99995875	0.99968314	0.99987000	0.99985522	0.99885976	0.99744004	0.99745274	0.99858147	0.99839324	0.99834281	0.99909866	0.99761236	0.99721813	0.99796349	0.99831146	0.99761522	0.99769032	0.99787515	0.99749142	0.99801749	0.99769676	0.99629241	1.00000000	0.99802935	0.99795830	0.99795586	0.99765080	0.99811012	0.99773878	0.99786532	0.99850011	0.99850959	0.99769551	0.99888003	0.99753302	NaN	0.99811411	0.99891019	0.99795038	0.99807429	0.99991703	0.99957204	0.99989617	0.99982446	0.99989969	0.99985689	0.99970657	0.99950713	0.99932700	0.99976128	0.99615896	0.99998051	0.99995744	0.99945307	0.99993652	0.99982327	0.99982113	0.99985892	0.99989283	0.99994653	0.99989724	0.99993283	0.99983782	0.99994504	0.99948055	0.99996960	0.99989527	0.99975973	0.99979603	0.99982172	0.99985105	0.99988705	0.99984509	0.99990141	0.99986905	0.99989104	0.99825931	0.99833912	0.99833947	0.99850023	0.99884444	0.99838400	0.99835432	0.99843740	0.99829447	0.99822861	0.99826813	0.99825704	0.99830014	0.99836540	0.99808955	0.99815708	NaN	0.99778104	0.99856657	0.99783188	0.99803263	0.99839342	0.99803281	NaN	0.99818450	0.99806714	0.99832547	0.99820501	0.99837726	0.99843317	0.99802780	0.99831706	0.99852175	0.99831188	0.99839109	0.99799544	0.99711078	0.99822158	0.99865705	0.99825525	0.99801141	0.99643785	0.99835294	0.99864334	0.99720472	0.99815333	0.99848861	0.99854308	0.99860501	0.99869186	0.99849916	0.99811500	0.99831080	0.99831289
120	1.00000000	0.99773318	0.99799663	0.99948943	0.99749988	0.99805927	0.99799347	0.99793226	0.99846441	0.99757725	0.99825460	0.99766272	0.99820274	0.99752486	0.99815989	0.99790704	0.99793845	0.99732119	0.99755561	0.99720538	0.99627638	0.99847794	0.99703413	0.99736536	0.99789518	0.99856049	0.99665630	0.99811691	0.99612314	0.99889851	0.99720550	0.99664497	0.99702179	0.99842066	0.99757600	0.99677610	0.99988174	0.99981701	0.99993879	0.99994272	0.99994701	0.99997139	0.99988091	0.99995601	0.99997491	0.99996585	1.00000000	0.99996632	0.99994391	0.99978447	0.99981952	0.99995875	0.99990213	0.99997443	0.99990582	0.99995124	0.99994451	0.99997187	0.99997908	0.99992114	0.99995697	0.99995005	0.99986762	0.99995762	0.99997145	0.99993169	0.99992347	0.99979210	0.99996650	0.99995053	0.99994838	0.99989116	0.99975574	0.99766964	0.99778557	0.99883139	0.99846351	0.99832690	0.99976814	0.99800467	0.99761945	0.99844521	0.99820459	0.99769235	0.99761230	0.99790990	0.99770099	0.99844831	0.99744165	0.99658597	1.00000000	0.99819231	0.99811643	0.99820763	0.99776506	0.99809378	0.99804091	0.99800485	0.99900496	0.99873960	0.99791771	0.99915320	0.99797881	NaN	0.99862349	0.99854356	0.99830848	0.99826723	0.99993730	0.99966693	0.99994314	0.99988830	0.99995100	0.99995333	0.99977607	0.99985558	0.99974692	0.99971163	0.99998051	0.99673700	0.99996901	0.99966735	0.99997365	0.99991870	0.99988198	0.99987954	0.99996740	0.99994767	0.99994630	0.99997610	0.99989486	0.99994695	1.00000000	0.99996775	0.99990475	0.99989128	0.99977195	0.99982798	0.99990243	0.99991637	0.99988443	0.99995697	0.99991465	0.99995488	0.99836946	0.99824321	0.99843454	0.99844080	0.99886042	0.99866366	0.99842781	0.99851686	0.99820757	0.99831432	0.99855894	0.99837542	0.99849695	0.99834114	0.99853420	0.99841666	NaN	0.99791187	0.99875325	0.99840170	0.99851447	0.99853021	0.99807799	NaN	0.99859148	0.99843699	0.99860233	0.99856752	0.99869448	0.99867553	0.99845809	0.99850529	0.99876714	0.99864703	0.99868983	0.99828559	0.99661410	0.99835169	0.99885237	0.99838585	0.99821723	0.99798012	0.99855125	0.99886405	0.99798942	0.99854177	0.99866819	0.99880606	0.99880445	0.99879235	0.99866706	0.99832714	0.99849153	0.99853623
121	1.00000000	0.99754143	0.99768412	0.99948424	0.99751067	0.99656105	0.99753398	0.99800575	0.99872363	0.99783516	0.99850655	0.99796540	0.99832714	0.99758983	0.99798429	0.99816543	0.99771976	0.99785346	0.99804032	0.99788886	0.99746001	0.99876022	0.99758500	0.99710393	0.99848175	0.99879616	0.99731022	0.99815375	0.99675739	0.99929368	0.99768925	0.99741012	0.99765468	0.99853474	0.99775141	0.99698043	0.99989170	0.99977398	0.99986511	0.99993372	0.99995720	0.99991536	0.99996674	0.99995154	0.99996263	0.99996144	1.00000000	0.99985778	0.99994582	0.99977678	0.99975830	0.99990976	0.99982882	0.99996334	0.99992865	0.99993336	0.99996358	0.99993730	0.99998629	0.99993086	0.99995178	0.99996454	0.99986589	0.99996471	0.99991697	0.99993366	0.99978983	0.99988091	0.99993485	1.00000000	0.99996674	0.99994475	0.99907035	0.99784994	0.99789667	0.99859869	0.99840111	0.99848551	0.99823910	0.99809629	0.99798179	0.99843329	0.99849856	0.99800849	0.99780005	0.99810678	0.99753088	0.99849689	0.99769729	0.99700940	1.00000000	0.99840969	0.99840295	0.99842304	0.99824619	0.99816728	0.99826300	0.99832076	0.99876022	0.99876517	0.99824214	0.99910337	0.99811560	NaN	0.99846017	0.99868083	0.99865752	0.99833858	0.99997854	0.99953520	0.99990362	0.99994922	0.99992913	0.99995482	0.99981338	0.99950397	0.99957019	0.99980122	0.99995744	0.99996901	0.99604946	0.99956250	0.99993974	0.99986625	0.99982953	0.99988365	0.99996853	0.99995840	0.99994761	0.99996543	0.99989206	0.99996775	1.00000000	0.99988824	0.99993956	0.99983007	0.99978906	0.99975860	0.99990487	0.99995047	0.99993855	0.99995828	0.99988770	0.99988467	0.99816179	0.99845421	0.99858093	0.99850929	0.99898475	0.99867475	0.99856091	0.99851882	0.99832046	0.99826908	0.99850059	0.99840581	0.99865073	0.99839467	0.99841064	0.99842590	NaN	0.99799520	0.99884236	0.99796975	0.99841315	0.99853033	0.99809408	NaN	0.99842089	0.99845028	0.99864376	0.99854535	0.99854594	0.99873155	0.99828339	0.99868041	0.99866539	0.99858761	0.99863923	0.99832046	0.99737650	0.99840426	0.99875855	0.99826413	0.99823242	0.99771053	0.99862844	0.99874783	0.99801248	0.99834692	0.99847341	0.99879271	0.99890941	0.99885434	0.99872518	0.99832106	0.99826044	0.99859041
122	NaN	0.99637806	0.99759394	1.00000000	0.99907643	0.99829155	0.99857038	0.99703747	0.99938625	0.99818587	0.99605089	0.99447769	0.99661762	0.99793482	0.99656355	0.99669677	0.99728668	0.99736589	0.99703753	0.99722904	0.98750001	0.99940759	0.99306297	0.99799019	0.99818182	0.99931413	0.99614131	0.99684197	0.99139786	0.99560851	0.99056602	0.99596024	0.99957138	0.99765766	0.99687868	0.99610245	0.99968642	0.99932802	0.99936461	0.99959701	0.99953705	0.99963075	0.99944681	0.99945956	0.99961674	0.99972838	NaN	0.99944311	0.99986660	0.99978298	0.99971390	0.99981171	0.99948221	0.99939412	0.99964774	0.99977779	0.99963683	0.99965310	0.99968249	0.99934274	0.99963027	0.99982953	0.99958265	0.99978018	0.99971563	0.99969912	0.99953693	0.99954718	0.99965507	1.00000000	0.99924916	0.99967533	1.00000000	0.99678457	0.99661636	0.99732304	0.99592209	0.99662107	1.00000000	0.99746031	0.99900025	0.99727231	0.99791908	0.99591541	0.99466431	0.99626577	0.99608690	0.99892551	0.99451345	0.99815893	0.99843013	0.99735063	0.99764597	0.99700397	0.99544251	0.99743974	0.99725717	0.99800342	0.99856693	0.99786782	0.99765229	0.99390656	0.99652231	NaN	0.99866372	0.99709445	0.99885565	0.99624252	0.99972129	0.99947959	0.99960899	1.00000000	0.99973059	0.99970627	0.99833095	0.99978554	0.99927169	1.00000000	0.99945307	0.99966735	0.99956250	0.99507153	0.99951595	0.99950594	0.99956179	0.99948448	0.99958473	0.99974644	0.99934494	0.99963373	0.99992025	0.99983895	1.00000000	0.99966592	0.99971557	0.99957651	0.99847794	0.99954706	0.99951911	0.99949247	0.99946642	0.99941081	0.99982482	0.99962348	0.99734324	0.99711204	0.99717766	0.99626350	0.99852109	0.99648941	0.99655318	0.99780452	0.99448252	0.99619365	0.99811995	0.99674630	0.99734151	0.99670297	0.99739701	0.99556494	NaN	0.99732035	0.99740583	0.99738240	0.99662411	0.99683154	0.99627763	NaN	0.99760669	0.99745852	0.99781483	0.99687225	0.99721277	0.99667108	0.99757689	0.99702173	0.99751079	0.99762928	0.99591839	0.99660623	0.99036402	0.99686629	0.99762774	0.99678993	0.99519271	1.00000000	0.99610221	0.99656582	0.99513453	0.99698222	0.99837488	0.99766731	0.99830246	0.99781710	0.99698323	0.99527699	0.99619257	0.99775440
123	0.99365580	0.99829334	0.99870855	0.99955505	0.99843311	0.99781561	0.99822414	0.99807298	0.99904346	0.99821562	0.99872917	0.99793911	0.99868447	0.99855131	0.99820286	0.99894059	0.99833763	0.99823570	0.99788904	0.99826014	0.99823105	0.99832249	0.99748850	0.99803138	0.99838585	0.99895912	0.99742138	0.99818927	0.99820369	0.99915326	0.99733859	0.99821353	0.99839801	0.99878269	0.99816984	0.99762189	0.99982190	0.99981004	0.99987054	0.99990094	0.99990416	0.99991864	0.99988317	0.99991107	0.99996227	0.99993843	1.00000000	0.99988675	0.99994975	0.99978882	0.99972308	0.99990416	0.99986541	0.99995065	0.99993664	0.99991095	0.99993831	0.99993682	0.99998623	0.99988115	0.99989581	0.99994868	0.99984640	0.99996966	0.99988687	0.99995649	0.99977684	0.99983215	0.99995571	0.99995190	0.99989706	0.99992132	0.99935383	0.99838734	0.99816138	0.99911207	0.99895054	0.99871331	0.99896824	0.99827427	0.99846917	0.99877131	0.99873465	0.99839997	0.99826616	0.99849409	0.99814230	0.99869251	0.99808639	0.99771005	0.99993843	0.99859428	0.99844247	0.99846280	0.99840420	0.99839550	0.99839282	0.99857873	0.99892265	0.99887741	0.99845022	0.99929547	0.99848300	NaN	0.99881756	0.99892825	0.99867916	0.99849564	0.99994230	0.99963677	0.99989712	0.99994725	0.99990749	0.99993539	0.99976927	0.99977160	0.99962091	0.99975210	0.99993652	0.99997365	0.99993974	0.99951595	0.99647623	0.99991852	0.99982935	0.99990171	0.99997997	0.99991417	0.99988508	0.99993497	0.99987596	0.99989551	1.00000000	0.99991882	0.99991053	0.99978554	0.99978030	0.99982959	0.99984717	0.99991637	0.99986112	0.99992019	0.99987286	0.99986482	0.99856210	0.99877924	0.99877250	0.99879581	0.99916530	0.99896699	0.99883521	0.99865484	0.99867070	0.99869895	0.99889082	0.99873370	0.99906015	0.99874532	0.99863815	0.99864435	NaN	0.99837673	0.99898142	0.99833274	0.99870110	0.99895191	0.99818361	NaN	0.99853235	0.99885029	0.99901748	0.99875188	0.99876040	0.99896944	0.99867088	0.99900943	0.99901122	0.99878997	0.99896985	0.99868029	0.99809289	0.99872822	0.99906963	0.99857324	0.99868238	0.99735284	0.99887693	0.99902940	0.99848855	0.99859971	0.99873435	0.99897265	0.99895710	0.99905795	0.99895865	0.99855775	0.99875939	0.99881870
124	1.00000000	0.99748689	0.99792159	0.99970049	0.99745929	0.99726135	0.99763000	0.99742800	0.99839419	0.99792773	0.99826664	0.99690157	0.99845147	0.99736220	0.99684048	0.99798906	0.99764347	0.99697143	0.99830627	0.99824351	0.99631053	0.99891317	0.99717015	0.99808031	0.99878478	0.99891549	0.99778831	0.99798381	0.99831539	0.99924827	0.99772459	0.99777496	0.99732035	0.99824536	0.99806565	0.99747002	0.99966604	0.99964559	0.99973148	0.99979025	0.99983990	0.99978733	0.99979359	0.99984932	0.99981606	0.99984598	1.00000000	0.99973452	0.99991173	0.99968159	0.99966884	0.99985135	0.99957377	0.99979419	0.99977773	0.99976301	0.99989587	0.99977016	0.99994135	0.99982840	0.99985421	0.99989861	0.99972701	0.99992335	0.99982238	0.99987274	0.99983954	0.99963719	0.99986672	0.99993515	0.99986351	0.99995005	0.99915504	0.99806249	0.99834055	0.99808508	0.99855870	0.99910873	0.99619663	0.99751770	0.99722224	0.99790376	0.99849451	0.99787176	0.99755913	0.99826962	0.99732411	0.99812561	0.99802870	0.99613482	0.99983639	0.99818999	0.99864900	0.99775618	0.99777800	0.99805242	0.99787885	0.99803424	0.99847132	0.99855560	0.99772835	0.99798560	0.99817175	NaN	0.99828327	0.99823415	0.99774063	0.99840975	0.99981320	0.99934822	0.99984801	0.99990928	0.99980921	0.99979585	0.99971098	0.99975365	0.99947065	0.99934793	0.99982327	0.99991870	0.99986625	0.99950594	0.99991852	0.99647951	0.99970537	0.99980521	0.99981701	0.99984193	0.99984276	0.99985933	0.99968034	0.99983281	1.00000000	0.99981016	0.99977452	0.99980980	1.00000000	0.99974793	0.99979717	0.99982053	0.99980092	0.99996167	0.99983186	0.99976945	0.99834400	0.99818867	0.99815863	0.99825025	0.99869502	0.99846596	0.99833250	0.99836200	0.99818385	0.99857736	0.99842703	0.99814194	0.99795341	0.99812716	0.99801672	0.99873751	0.94444442	0.99786854	0.99855781	0.99799502	0.99823803	0.99847209	0.99852073	NaN	0.99838781	0.99828160	0.99847353	0.99838823	0.99836874	0.99837470	0.99820173	0.99821121	0.99842209	0.99850476	0.99864435	0.99817562	0.99897075	0.99813151	0.99853241	0.99844933	0.99818522	0.99743712	0.99827850	0.99850607	0.99799079	0.99863440	0.99834454	0.99871355	0.99869072	0.99888957	0.99847853	0.99823636	0.99836385	0.99849230
125	1.00000000	0.99827534	0.99807698	0.99780542	0.99780375	0.99694276	0.99726623	0.99825919	0.99849367	0.99808317	0.99829012	0.99784189	0.99860907	0.99802154	0.99769938	0.99851060	0.99732202	0.99790341	0.99763471	0.99822301	0.99617213	0.99766725	0.99781001	0.99775952	0.99825662	0.99820119	0.99780619	0.99838156	0.99795979	0.99918771	0.99753934	0.99767452	0.99781406	0.99860781	0.99806994	0.99751204	0.99981898	0.99967343	0.99984813	0.99986166	0.99990773	0.99984723	0.99986798	0.99985296	0.99989629	0.99991852	1.00000000	0.99990880	0.99982053	0.99983275	0.99974227	0.99986756	0.99984694	0.99989635	0.99992484	0.99992329	0.99988467	0.99983221	0.99991953	0.99985635	0.99985504	0.99989474	0.99981481	0.99991369	0.99989027	0.99991077	0.99982840	0.99981993	0.99989843	0.99961108	0.99978477	0.99980539	0.99866110	0.99853504	0.99834567	0.99861079	0.99857724	0.99856728	0.99775118	0.99838638	0.99823099	0.99850160	0.99851805	0.99840027	0.99830967	0.99849612	0.99817091	0.99835795	0.99838555	0.99735588	0.99953973	0.99857414	0.99831343	0.99828798	0.99809664	0.99809879	0.99818754	0.99860752	0.99858516	0.99864554	0.99842364	0.99897939	0.99837494	NaN	0.99878597	0.99842340	0.99800581	0.99817055	0.99992704	0.99960715	0.99978745	0.99988049	0.99988532	0.99988216	0.99981904	0.99944478	0.99993491	0.99955261	0.99982113	0.99988198	0.99982953	0.99956179	0.99982935	0.99970537	0.99612623	0.99987799	0.99981904	0.99990690	0.99989432	0.99985158	0.99983102	0.99988389	1.00000000	0.99978882	0.99983358	0.99986279	1.00000000	0.99983704	0.99979907	0.99991882	0.99986666	0.99981534	0.99984699	0.99981707	0.99874163	0.99873209	0.99853009	0.99864763	0.99921757	0.99895638	0.99882853	0.99868041	0.99813658	0.99872786	0.99872732	0.99878824	0.99876934	0.99859303	0.99855888	0.99854940	NaN	0.99830359	0.99879044	0.99854755	0.99875510	0.99844289	0.99852765	NaN	0.99846298	0.99858713	0.99868935	0.99884349	0.99865425	0.99903589	0.99851918	0.99889481	0.99893892	0.99883258	0.99847525	0.99871987	0.99733579	0.99861950	0.99893111	0.99866319	0.99864686	0.99641520	0.99888432	0.99882114	0.99832851	0.99864310	0.99867845	0.99881274	0.99890697	0.99911863	0.99897438	0.99849749	0.99875534	0.99861705
